FY,FY_StartYear,Stage,Component,Sector,Ministry,Scheme,Allocation_Cr
2023-2024,2023,Budget Estimates,Revenue,Demand No. 71,Ministry of New and Renewable Energy,Hydro Power (Off-Grid),1.0
2023-2024,2023,Budget Estimates,Revenue,Demand No. 71,Ministry of New and Renewable Energy,Green Energy Corridor,500.0
2023-2024,2023,Budget Estimates,Revenue,Demand No. 71,Ministry of New and Renewable Energy,Bio Energy Programme,381.85
2023-2024,2023,Budget Estimates,Revenue,Demand No. 71,Ministry of New and Renewable Energy,Support Programme,123.0
2023-2024,2023,Budget Estimates,Revenue,Demand No. 71,Ministry of New and Renewable Energy,Kisan Urja Suraksha evam Utthaan Mahabhiyan (KUSUM ),1996.46
2023-2024,2023,Budget Estimates,Revenue,Demand No. 71,Ministry of New and Renewable Energy,National Green Hydrogen Mission,297.0
2023-2024,2023,Budget Estimates,Revenue,Demand No. 71,Ministry of New and Renewable Energy,Solar Power (Grid),4970.0
2023-2024,2023,Budget Estimates,Revenue,Demand No. 71,Ministry of New and Renewable Energy,Wind Power (Grid),1214.0
2023-2024,2023,Budget Estimates,Revenue,Demand No. 71,Ministry of New and Renewable Energy,Bio Power (Grid),0.0
2023-2024,2023,Budget Estimates,Revenue,Demand No. 71,Ministry of New and Renewable Energy,Bio Power (Off-Grid),0.0
2023-2024,2023,Budget Estimates,Revenue,Demand No. 71,Ministry of New and Renewable Energy,Biogas Programme (Off-Grid),0.0
2023-2024,2023,Budget Estimates,Revenue,Demand No. 71,Ministry of New and Renewable Energy,Monitoring and Evaluation,0.0
2023-2024,2023,Budget Estimates,Revenue,Demand No. 71,Ministry of New and Renewable Energy,Information and Public Advertising (I&PA),0.0
2023-2024,2023,Budget Estimates,Revenue,Demand No. 71,Ministry of New and Renewable Energy,Human Resources Development and Training,0.0
2023-2024,2023,Budget Estimates,Revenue,Demand No. 71,Ministry of New and Renewable Energy,International Relations,0.0
2023-2024,2023,Budget Estimates,Revenue,Demand No. 71,Ministry of New and Renewable Energy,Research and Development,0.0
2023-2024,2023,Budget Estimates,Revenue,Demand No. 72,Ministry of Panchayati Raj,Action Research,0.0
2023-2024,2023,Budget Estimates,Revenue,Demand No. 72,Ministry of Panchayati Raj,International Contribution,0.0
2023-2024,2023,Budget Estimates,Revenue,Demand No. 72,Ministry of Panchayati Raj,Media and Publicity,0.0
2023-2024,2023,Budget Estimates,Revenue,Demand No. 72,Ministry of Panchayati Raj,Svamitva,55.46
2023-2024,2023,Budget Estimates,Revenue,Demand No. 74,"Ministry of Personnel, Public Grievances and Pensions",Training Schemes,34.02
2023-2024,2023,Budget Estimates,Revenue,Demand No. 74,"Ministry of Personnel, Public Grievances and Pensions",National Programme for Civil Services Capacity Building,95.32
2023-2024,2023,Budget Estimates,Revenue,Demand No. 74,"Ministry of Personnel, Public Grievances and Pensions",Administrative Reforms and Pensioners' Scheme,0.0
2023-2024,2023,Budget Estimates,Revenue,Demand No. 74,"Ministry of Personnel, Public Grievances and Pensions",Scheme for Administrative Reforms,21.75
2023-2024,2023,Budget Estimates,Revenue,Demand No. 74,"Ministry of Personnel, Public Grievances and Pensions",Pensioner's Portal,3.5
2023-2024,2023,Budget Estimates,Revenue,Demand No. 74,"Ministry of Personnel, Public Grievances and Pensions",Integrated Building for Institute of Secretariat Training and Management (ISTM) and other Institute of Department of Personnel and Training (DoPT),0.0
2023-2024,2023,Budget Estimates,Revenue,Demand No. 76,Ministry of Petroleum and Natural Gas,Payment of differential royalty to State Governments,0.0
2023-2024,2023,Budget Estimates,Revenue,Demand No. 76,Ministry of Petroleum and Natural Gas,Indian Strategic Petroleum Reserve Limited (ISPRL) Phase II (Construction of Cavems),0.0
2023-2024,2023,Budget Estimates,Revenue,Demand No. 76,Ministry of Petroleum and Natural Gas,Payment to Indian Strategic Petroleum Reserve Limited (ISPRL) for Crude Oil Reserve,0.0
2023-2024,2023,Budget Estimates,Revenue,Demand No. 76,Ministry of Petroleum and Natural Gas,Payment to ISPRL for Strategic Crude Oil Reserve (O and M),202.81
2023-2024,2023,Budget Estimates,Revenue,Demand No. 76,Ministry of Petroleum and Natural Gas,Pradhan Mantri JI-VAN Yojna,227.26
2023-2024,2023,Budget Estimates,Revenue,Demand No. 76,Ministry of Petroleum and Natural Gas,National Bio-Fuel Fund,0.0
2023-2024,2023,Budget Estimates,Revenue,Demand No. 76,Ministry of Petroleum and Natural Gas,Direct Benefit Transfer - LPG,180.0
2023-2024,2023,Budget Estimates,Revenue,Demand No. 76,Ministry of Petroleum and Natural Gas,LPG Connection to Poor Households,0.01
2023-2024,2023,Budget Estimates,Revenue,Demand No. 76,Ministry of Petroleum and Natural Gas,Other subsidy payable including for North Eastern Region,1633.02
2023-2024,2023,Budget Estimates,Revenue,Demand No. 76,Ministry of Petroleum and Natural Gas,Feedstock Subsidy to BCPL/Assam Gas Cracker Complex,392.06
2023-2024,2023,Budget Estimates,Revenue,Demand No. 76,Ministry of Petroleum and Natural Gas,Project Management Expenditure,52.0
2023-2024,2023,Budget Estimates,Revenue,Demand No. 76,Ministry of Petroleum and Natural Gas,Direct  Benefit Transfer- Kerosene,0.0
2023-2024,2023,Budget Estimates,Revenue,Demand No. 76,Ministry of Petroleum and Natural Gas,Phulpur Dhamra Haldia Pipeline Project,0.0
2023-2024,2023,Budget Estimates,Revenue,Demand No. 76,Ministry of Petroleum and Natural Gas,National Seismic Programme,0.0
2023-2024,2023,Budget Estimates,Revenue,Demand No. 76,Ministry of Petroleum and Natural Gas,Indradhanush Gas Grid Limited(IGGL)-part of the North East Natural Gas Pipeline Grid,1800.0
2023-2024,2023,Budget Estimates,Revenue,Demand No. 76,Ministry of Petroleum and Natural Gas,Numaligarh Refinery Expansion Project,500.0
2023-2024,2023,Budget Estimates,Revenue,Demand No. 76,Ministry of Petroleum and Natural Gas,One-time Grant to PSU OMCs for under recoveries in Domestic LPG,0.0
2023-2024,2023,Budget Estimates,Revenue,Demand No. 76,Ministry of Petroleum and Natural Gas,Capital Support to Oil Marketing Companies,0.0
2023-2024,2023,Budget Estimates,Revenue,Demand No. 76,Ministry of Petroleum and Natural Gas,Scheme for promotion of flagging of merchant ships in India,290.44
2023-2024,2023,Budget Estimates,Revenue,Demand No. 77,Ministry of Planning,Atal Innovation Mission(AIM) including Self Employment and Talent Utilization (SETU),144.3
2023-2024,2023,Budget Estimates,Revenue,Demand No. 77,Ministry of Planning,Ongoing Programme and Schemes,4.0
2023-2024,2023,Budget Estimates,Revenue,Demand No. 77,Ministry of Planning,Official Development Assistance for Sustainable Development Goals (EAP Component),433.0
2023-2024,2023,Budget Estimates,Revenue,Demand No. 77,Ministry of Planning,State Support Mission,39.7
2023-2024,2023,Budget Estimates,Revenue,Demand No. 78,"Ministry of Ports, Shipping and Waterways",Research and Development (Ports),1.03
2023-2024,2023,Budget Estimates,Revenue,Demand No. 78,"Ministry of Ports, Shipping and Waterways",Sagarmala,320.0
2023-2024,2023,Budget Estimates,Revenue,Demand No. 78,"Ministry of Ports, Shipping and Waterways","Assistance to Ship Building, Research and Development",112.0
2023-2024,2023,Budget Estimates,Revenue,Demand No. 78,"Ministry of Ports, Shipping and Waterways",Grants to Inland Water Transport Authority of India,15.0
2023-2024,2023,Budget Estimates,Revenue,Demand No. 78,"Ministry of Ports, Shipping and Waterways",IWAI Projects,0.0
2023-2024,2023,Budget Estimates,Revenue,Demand No. 78,"Ministry of Ports, Shipping and Waterways",Actual Recoveries,0.0
2023-2024,2023,Budget Estimates,Revenue,Demand No. 79,Ministry of Power,Energy Conservation Schemes,30.9
2023-2024,2023,Budget Estimates,Revenue,Demand No. 79,Ministry of Power,Deen Dayal Upadhyaya Gram Jyoti Yojna,0.0
2023-2024,2023,Budget Estimates,Revenue,Demand No. 79,Ministry of Power,Integrated Power Development Scheme,0.0
2023-2024,2023,Budget Estimates,Revenue,Demand No. 79,Ministry of Power,Strengthening of Power Systems,2901.62
2023-2024,2023,Budget Estimates,Revenue,Demand No. 79,Ministry of Power,Power System Development Fund,1000.0
2023-2024,2023,Budget Estimates,Revenue,Demand No. 79,Ministry of Power,Reform Linked Distribution Scheme,12071.6
2023-2024,2023,Budget Estimates,Revenue,Demand No. 79,Ministry of Power,Scheme for Promoting Energy Efficiency activities in different sectors of Indian Economy,103.8
2023-2024,2023,Budget Estimates,Revenue,Demand No. 85,Ministry of Railways,Transfer to Central Road and Infrastructure Fund,0.0
2023-2024,2023,Budget Estimates,Revenue,Demand No. 85,Ministry of Railways,Transfer to National Investment Fund,0.0
2023-2024,2023,Budget Estimates,Revenue,Demand No. 85,Ministry of Railways,New Lines,0.0
2023-2024,2023,Budget Estimates,Revenue,Demand No. 85,Ministry of Railways,Gauge Conversion,0.0
2023-2024,2023,Budget Estimates,Revenue,Demand No. 85,Ministry of Railways,Doubling,0.0
2023-2024,2023,Budget Estimates,Revenue,Demand No. 85,Ministry of Railways,Computerisation,0.0
2023-2024,2023,Budget Estimates,Revenue,Demand No. 85,Ministry of Railways,Traffic Facilities - Yard Remodelling and Others,0.0
2023-2024,2023,Budget Estimates,Revenue,Demand No. 85,Ministry of Railways,Railway Research,0.0
2023-2024,2023,Budget Estimates,Revenue,Demand No. 85,Ministry of Railways,Rolling Stock,0.0
2023-2024,2023,Budget Estimates,Revenue,Demand No. 85,Ministry of Railways,Leased assets - Payment of Capital Component,0.0
2023-2024,2023,Budget Estimates,Revenue,Demand No. 85,Ministry of Railways,Road Safety Works - Level Crossings,0.0
2023-2024,2023,Budget Estimates,Revenue,Demand No. 85,Ministry of Railways,Road Safety Works - Road Over/Under Bridges,0.0
2023-2024,2023,Budget Estimates,Revenue,Demand No. 85,Ministry of Railways,Track Renewals,0.0
2023-2024,2023,Budget Estimates,Revenue,Demand No. 85,Ministry of Railways,"Bridge Works, Turnnel Works and Approaches",0.0
2023-2024,2023,Budget Estimates,Revenue,Demand No. 85,Ministry of Railways,Signalling and Telecom,0.0
2023-2024,2023,Budget Estimates,Revenue,Demand No. 85,Ministry of Railways,Electrification Projects,0.0
2023-2024,2023,Budget Estimates,Revenue,Demand No. 85,Ministry of Railways,Other Electrical Works,0.0
2023-2024,2023,Budget Estimates,Revenue,Demand No. 85,Ministry of Railways,Machinery and Plant,0.0
2023-2024,2023,Budget Estimates,Revenue,Demand No. 85,Ministry of Railways,Workshop Including Production Units,0.0
2023-2024,2023,Budget Estimates,Revenue,Demand No. 85,Ministry of Railways,Staff Welfare,0.0
2023-2024,2023,Budget Estimates,Revenue,Demand No. 85,Ministry of Railways,Customer Amenities,0.0
2023-2024,2023,Budget Estimates,Revenue,Demand No. 85,Ministry of Railways,Investment in PSU/JV/SPV etc.,0.0
2023-2024,2023,Budget Estimates,Revenue,Demand No. 85,Ministry of Railways,Other Specified Works,0.0
2023-2024,2023,Budget Estimates,Revenue,Demand No. 85,Ministry of Railways,Training/Human Resource Development,0.0
2023-2024,2023,Budget Estimates,Revenue,Demand No. 85,Ministry of Railways,Stores Suspense,0.0
2023-2024,2023,Budget Estimates,Revenue,Demand No. 85,Ministry of Railways,Manufacturing Suspense,0.0
2023-2024,2023,Budget Estimates,Revenue,Demand No. 85,Ministry of Railways,Miscellaneous Advances,0.0
2023-2024,2023,Budget Estimates,Revenue,Demand No. 85,Ministry of Railways,Metropolitan Transportation Projects,0.0
2023-2024,2023,Budget Estimates,Revenue,Demand No. 85,Ministry of Railways,Transfer to Rashtirya Rail Sanraksha Kosh,0.0
2023-2024,2023,Budget Estimates,Revenue,Demand No. 85,Ministry of Railways,Transfer to Railway Safety Fund,0.0
2023-2024,2023,Budget Estimates,Revenue,Demand No. 85,Ministry of Railways,Sovereign Green Fund,0.0
2023-2024,2023,Budget Estimates,Revenue,Demand No. 85,Ministry of Railways,Amount met from,0.0
2023-2024,2023,Budget Estimates,Revenue,Demand No. 86,Ministry of Road Transport and Highways,National Highways Authority of India,0.0
2023-2024,2023,Budget Estimates,Revenue,Demand No. 86,Ministry of Road Transport and Highways,Road Works,11349.05
2023-2024,2023,Budget Estimates,Revenue,Demand No. 86,Ministry of Road Transport and Highways,Works Financed from  PBFF,0.0
2023-2024,2023,Budget Estimates,Revenue,Demand No. 86,Ministry of Road Transport and Highways,"Research, Training, Studies and Other Road Safety Schemes",300.0
2023-2024,2023,Budget Estimates,Revenue,Demand No. 86,Ministry of Road Transport and Highways,Actual Recoveries,0.0
2023-2024,2023,Budget Estimates,Revenue,Demand No. 87,Department of Rural Development,Management Support to Rural Development Programs and Strengthening of District Planning Process,113.49
2023-2024,2023,Budget Estimates,Revenue,Demand No. 87,Department of Rural Development,Socio-Economic and Caste Census Survey,0.0
2023-2024,2023,Budget Estimates,Revenue,Demand No. 87,Department of Rural Development,Grants to National Institute of Rural Development,0.0
2023-2024,2023,Budget Estimates,Revenue,Demand No. 88,Department of Land Resources,Land Records Modernization Programme,195.75
2023-2024,2023,Budget Estimates,Revenue,Demand No. 89,Department of Science and Technology,Science and Technology Institutional and Human Capacity Building,1068.4
2023-2024,2023,Budget Estimates,Revenue,Demand No. 89,Department of Science and Technology,Research and Development,592.0
2023-2024,2023,Budget Estimates,Revenue,Demand No. 89,Department of Science and Technology,"Innovation, Technology Development and Deployment",536.6
2023-2024,2023,Budget Estimates,Revenue,Demand No. 89,Department of Science and Technology,National Mission on Interdisciplinary Cyber Physical Systems,580.0
2023-2024,2023,Budget Estimates,Revenue,Demand No. 90,Department of Biotechnology,Biotechnology Research and Development,1345.0
2023-2024,2023,Budget Estimates,Revenue,Demand No. 90,Department of Biotechnology,Industrial and Entrepreneurship Development,300.0
2023-2024,2023,Budget Estimates,Revenue,Demand No. 91,Department of Scientific and Industrial Research,Industrial Research and Development,21.1
2023-2024,2023,Budget Estimates,Revenue,Demand No. 91,Department of Scientific and Industrial Research,Assistance to PSEs for Other Scientific Research Schemes,15.53
2023-2024,2023,Budget Estimates,Revenue,Demand No. 92,Ministry of Skill Development and Entrepreneurship,Skill India Programme,2278.37
2023-2024,2023,Budget Estimates,Revenue,Demand No. 93,Department of Social Justice and Empowerment,Scholarships for Higher Education for Young Achievers Scheme (SHREYAS) for SCs,371.0
2023-2024,2023,Budget Estimates,Revenue,Demand No. 93,Department of Social Justice and Empowerment,Scheme of Residential Education for Students in High School in Targeted Area (SRESHTA) for SCs,104.65
2023-2024,2023,Budget Estimates,Revenue,Demand No. 93,Department of Social Justice and Empowerment,Vanchit Ikai Samooh aur Vargon ki Arthik Sahayata (VISVAS) Yojana,0.02
2023-2024,2023,Budget Estimates,Revenue,Demand No. 93,Department of Social Justice and Empowerment,Pradhan Mantri Dakshta Aur Kushalta Sampann Hitgrahi (PM DAKSH) Yojana,92.47
2023-2024,2023,Budget Estimates,Revenue,Demand No. 93,Department of Social Justice and Empowerment,Venture Capital Fund for SCs and OBCs,0.0
